time,actual_call,actual_sla_v,actual_agent,predicted_agent,predicted_call
2019-06-24 04:30:00,1,1,,3,3
2019-06-24 05:00:00,3,3,,3,3
2019-06-24 05:30:00,2,2,,4,5
2019-06-24 06:00:00,7,7,,4,8
2019-06-24 06:30:00,13,13,,8,19
2019-06-24 07:00:00,22,22,,12,35
2019-06-24 07:30:00,25,25,,16,55
2019-06-24 08:00:00,62,62,,29,122
2019-06-24 08:30:00,100,100,,48,212
2019-06-24 09:00:00,147,147,,61,281
2019-06-24 09:30:00,191,191,,71,325
2019-06-24 10:00:00,198,198,,72,332
2019-06-24 10:30:00,204,204,,72,338
2019-06-24 11:00:00,212,212,,80,374
2019-06-24 11:30:00,206,206,,75,348
2019-06-24 12:00:00,164,164,,67,310
2019-06-24 12:30:00,185,185,,65,299
2019-06-24 13:00:00,189,189,,69,318
2019-06-24 13:30:00,185,185,,69,318
2019-06-24 14:00:00,178,178,,68,313
2019-06-24 14:30:00,176,176,,64,297
2019-06-24 15:00:00,186,186,,65,300
2019-06-24 15:30:00,198,198,,61,282
2019-06-24 16:00:00,179,179,,61,277
2019-06-24 16:30:00,169,169,,56,255
2019-06-24 17:00:00,172,172,,53,240
2019-06-24 17:30:00,152,151,,49,218
2019-06-24 18:00:00,114,114,,43,187
2019-06-24 18:30:00,94,94,,36,155
2019-06-24 19:00:00,95,92,,33,142
2019-06-24 19:30:00,84,84,,32,132
2019-06-24 20:00:00,97,84,,32,131
2019-06-24 20:30:00,73,73,,29,121
2019-06-24 21:00:00,62,59,,27,108
2019-06-24 21:30:00,67,67,,23,84
2019-06-24 22:00:00,49,49,,19,66
2019-06-24 22:30:00,33,33,,15,50
2019-06-24 23:00:00,30,29,,12,40
2019-06-24 23:30:00,24,24,,9,27
2019-06-25 00:00:00,16,16,,11,34
2019-06-25 00:30:00,6,6,,11,30
2019-06-25 01:00:00,2,2,,7,16
2019-06-25 01:30:00,8,8,,5,9
2019-06-25 02:00:00,4,4,,4,7
2019-06-25 02:30:00,3,3,,4,5
2019-06-25 03:00:00,4,4,,3,3
2019-06-25 03:30:00,2,2,,3,3
2019-06-25 04:00:00,3,3,,3,3
2019-06-25 04:30:00,3,3,,3,3
2019-06-25 05:00:00,1,1,,3,3
2019-06-25 05:30:00,4,4,,4,5
2019-06-25 06:00:00,9,9,,4,8
2019-06-25 06:30:00,24,24,,8,19
2019-06-25 07:00:00,25,25,,12,35
2019-06-25 07:30:00,46,46,,16,55
2019-06-25 08:00:00,78,78,,29,122
2019-06-25 08:30:00,140,140,,48,212
2019-06-25 09:00:00,182,182,,61,281
2019-06-25 09:30:00,217,217,,71,325
2019-06-25 10:00:00,191,191,,72,332
2019-06-25 10:30:00,218,218,,72,338
2019-06-25 11:00:00,188,188,,80,374
2019-06-25 11:30:00,205,205,,75,348
2019-06-25 12:00:00,216,216,,67,310
2019-06-25 12:30:00,191,191,,65,299
2019-06-25 13:00:00,190,190,,69,318
2019-06-25 13:30:00,248,247,,69,318
2019-06-25 14:00:00,213,213,,68,313
2019-06-25 14:30:00,208,208,,64,297
2019-06-25 15:00:00,200,200,,65,300
2019-06-25 15:30:00,212,212,,61,282
2019-06-25 16:00:00,206,206,,61,277
2019-06-25 16:30:00,170,170,,56,255
2019-06-25 17:00:00,182,182,,53,240
2019-06-25 17:30:00,130,130,,49,218
2019-06-25 18:00:00,115,115,,43,187
2019-06-25 18:30:00,119,119,,36,155
2019-06-25 19:00:00,108,108,,33,142
2019-06-25 19:30:00,98,98,,32,132
2019-06-25 20:00:00,156,24,,32,131
2019-06-25 20:30:00,140,1,,29,121
2019-06-25 21:00:00,121,15,,27,108
2019-06-25 21:30:00,81,55,,23,84
2019-06-25 22:00:00,68,68,,19,66
2019-06-25 22:30:00,39,39,,15,50
2019-06-25 23:00:00,22,22,,12,40
2019-06-25 23:30:00,29,25,,9,27
2019-06-26 00:00:00,31,24,,11,34
2019-06-26 00:30:00,11,11,,11,30
2019-06-26 01:00:00,6,6,,7,16
2019-06-26 01:30:00,6,6,,5,9
2019-06-26 02:00:00,6,6,,4,7
2019-06-26 02:30:00,3,3,,4,5
2019-06-26 03:00:00,2,2,,3,3
2019-06-26 03:30:00,7,7,,3,3
2019-06-26 04:00:00,1,1,,3,3
2019-06-26 04:30:00,0,0,,3,3
2019-06-26 05:00:00,3,3,,3,3
2019-06-26 05:30:00,5,5,,4,5
2019-06-26 06:00:00,9,9,,4,8
2019-06-26 06:30:00,15,15,,8,19
2019-06-26 07:00:00,31,31,,12,35
2019-06-26 07:30:00,43,43,,16,55
2019-06-26 08:00:00,90,90,,29,122
2019-06-26 08:30:00,133,133,,48,212
2019-06-26 09:00:00,241,241,,61,281
2019-06-26 09:30:00,236,236,,71,325
2019-06-26 10:00:00,209,209,,72,332
2019-06-26 10:30:00,233,233,,72,338
2019-06-26 11:00:00,207,207,,80,374
2019-06-26 11:30:00,202,202,,75,348
2019-06-26 12:00:00,224,224,,67,310
2019-06-26 12:30:00,190,190,,65,299
2019-06-26 13:00:00,210,210,,69,318
2019-06-26 13:30:00,217,217,,69,318
2019-06-26 14:00:00,213,213,,68,313
2019-06-26 14:30:00,195,195,,64,297
2019-06-26 15:00:00,170,170,,65,300
2019-06-26 15:30:00,188,188,,61,282
2019-06-26 16:00:00,193,193,,61,277
2019-06-26 16:30:00,196,196,,56,255
2019-06-26 17:00:00,179,178,,53,240
2019-06-26 17:30:00,142,141,,49,218
2019-06-26 18:00:00,133,124,,43,187
2019-06-26 18:30:00,135,75,,36,155
2019-06-26 19:00:00,105,97,,33,142
2019-06-26 19:30:00,87,87,,32,132
2019-06-26 20:00:00,87,76,,32,131
2019-06-26 20:30:00,84,69,,29,121
2019-06-26 21:00:00,90,45,,27,108
2019-06-26 21:30:00,56,56,,23,84
2019-06-26 22:00:00,48,48,,19,66
2019-06-26 22:30:00,41,41,,15,50
2019-06-26 23:00:00,24,24,,12,40
2019-06-26 23:30:00,18,18,,9,27
2019-06-27 00:00:00,31,30,,11,34
2019-06-27 00:30:00,18,14,,11,30
2019-06-27 01:00:00,17,17,,7,16
2019-06-27 01:30:00,7,7,,5,9
2019-06-27 02:00:00,10,10,,4,7
2019-06-27 02:30:00,5,5,,4,5
2019-06-27 03:00:00,4,4,,3,3
2019-06-27 03:30:00,3,3,,3,3
2019-06-27 04:00:00,0,0,,3,3
2019-06-27 04:30:00,3,3,,3,3
2019-06-27 05:00:00,3,3,,3,3
2019-06-27 05:30:00,2,2,,4,5
2019-06-27 06:00:00,11,11,,4,8
2019-06-27 06:30:00,22,22,,8,19
2019-06-27 07:00:00,30,30,,12,35
2019-06-27 07:30:00,40,40,,16,55
2019-06-27 08:00:00,83,83,,29,122
2019-06-27 08:30:00,123,123,,48,212
2019-06-27 09:00:00,193,193,,61,281
2019-06-27 09:30:00,224,224,,71,325
2019-06-27 10:00:00,242,222,,72,332
2019-06-27 10:30:00,244,244,,72,338
2019-06-27 11:00:00,282,174,,80,374
2019-06-27 11:30:00,222,222,,75,348
2019-06-27 12:00:00,187,187,,67,310
2019-06-27 12:30:00,213,213,,65,299
2019-06-27 13:00:00,219,191,,69,318
2019-06-27 13:30:00,205,205,,69,318
2019-06-27 14:00:00,217,217,,68,313
2019-06-27 14:30:00,180,180,,64,297
2019-06-27 15:00:00,176,176,,65,300
2019-06-27 15:30:00,195,195,,61,282
2019-06-27 16:00:00,241,241,,61,277
2019-06-27 16:30:00,219,219,,56,255
2019-06-27 17:00:00,211,210,,53,240
2019-06-27 17:30:00,163,162,,49,218
2019-06-27 18:00:00,105,105,,43,187
2019-06-27 18:30:00,112,112,,36,155
2019-06-27 19:00:00,99,99,,33,142
2019-06-27 19:30:00,98,98,,32,132
2019-06-27 20:00:00,96,95,,32,131
2019-06-27 20:30:00,103,91,,29,121
2019-06-27 21:00:00,67,57,,27,108
2019-06-27 21:30:00,61,61,,23,84
2019-06-27 22:00:00,66,66,,19,66
2019-06-27 22:30:00,44,44,,15,50
2019-06-27 23:00:00,34,30,,12,40
2019-06-27 23:30:00,32,21,,9,27
2019-06-28 00:00:00,19,19,,11,34
2019-06-28 00:30:00,17,17,,11,30
2019-06-28 01:00:00,7,7,,7,16
2019-06-28 01:30:00,3,3,,5,9
2019-06-28 02:00:00,6,6,,4,7
2019-06-28 02:30:00,5,5,,4,5
2019-06-28 03:00:00,4,4,,3,3
2019-06-28 03:30:00,0,0,,3,3
2019-06-28 04:00:00,1,1,,3,3
2019-06-28 04:30:00,2,2,,3,3
2019-06-28 05:00:00,3,3,,3,3
2019-06-28 05:30:00,3,3,,4,5
2019-06-28 06:00:00,7,7,,4,8
2019-06-28 06:30:00,12,12,,8,19
2019-06-28 07:00:00,32,32,,12,35
2019-06-28 07:30:00,45,36,,16,55
2019-06-28 08:00:00,71,71,,29,122
2019-06-28 08:30:00,131,131,,48,212
2019-06-28 09:00:00,207,207,,61,281
2019-06-28 09:30:00,193,193,,71,325
2019-06-28 10:00:00,222,222,,72,332
2019-06-28 10:30:00,211,211,,72,338
2019-06-28 11:00:00,227,227,,80,374
2019-06-28 11:30:00,211,211,,75,348
2019-06-28 12:00:00,211,211,,67,310
2019-06-28 12:30:00,166,166,,65,299
2019-06-28 13:00:00,194,194,,69,318
2019-06-28 13:30:00,228,228,,69,318
2019-06-28 14:00:00,165,165,,68,313
2019-06-28 14:30:00,192,192,,64,297
2019-06-28 15:00:00,173,173,,65,300
2019-06-28 15:30:00,196,196,,61,282
2019-06-28 16:00:00,167,167,,61,277
2019-06-28 16:30:00,173,173,,56,255
2019-06-28 17:00:00,135,135,,53,240
2019-06-28 17:30:00,142,142,,49,218
2019-06-28 18:00:00,116,116,,43,187
2019-06-28 18:30:00,78,78,,36,155
2019-06-28 19:00:00,81,81,,33,142
2019-06-28 19:30:00,85,85,,32,132
2019-06-28 20:00:00,86,62,,32,131
2019-06-28 20:30:00,54,54,,29,121
2019-06-28 21:00:00,49,49,,27,108
2019-06-28 21:30:00,52,52,,23,84
2019-06-28 22:00:00,34,34,,19,66
2019-06-28 22:30:00,34,34,,15,50
2019-06-28 23:00:00,27,27,,12,40
2019-06-28 23:30:00,19,18,,9,27
2019-06-29 00:00:00,23,23,,8,21
2019-06-29 00:30:00,17,17,,5,13
2019-06-29 01:00:00,6,6,,5,10
2019-06-29 01:30:00,7,7,,4,6
2019-06-29 02:00:00,5,5,,4,6
2019-06-29 02:30:00,12,12,,4,4
2019-06-29 03:00:00,2,2,,3,2
2019-06-29 03:30:00,0,0,,3,2
2019-06-29 04:00:00,2,2,,3,2
2019-06-29 04:30:00,1,1,,3,2
2019-06-29 05:00:00,0,0,,4,4
2019-06-29 05:30:00,2,2,,4,4
2019-06-29 06:00:00,8,8,,3,3
2019-06-29 06:30:00,12,12,,7,18
2019-06-29 07:00:00,22,22,,8,20
2019-06-29 07:30:00,36,34,,12,39
2019-06-29 08:00:00,66,62,,17,63
2019-06-29 08:30:00,105,42,,27,104
2019-06-29 09:00:00,164,162,,40,171
2019-06-29 09:30:00,163,132,,47,204
2019-06-29 10:00:00,131,131,,47,204
2019-06-29 10:30:00,165,161,,49,216
2019-06-29 11:00:00,201,99,,49,219
2019-06-29 11:30:00,153,152,,47,207
2019-06-29 12:00:00,169,153,,48,211
2019-06-29 12:30:00,153,153,,47,208
2019-06-29 13:00:00,140,140,,48,209
2019-06-29 13:30:00,117,117,,45,200
2019-06-29 14:00:00,141,141,,44,193
2019-06-29 14:30:00,149,149,,41,179
2019-06-29 15:00:00,144,144,,47,205
2019-06-29 15:30:00,137,137,,44,194
2019-06-29 16:00:00,140,140,,45,197
2019-06-29 16:30:00,131,131,,41,180
2019-06-29 17:00:00,122,119,,39,164
2019-06-29 17:30:00,100,100,,36,149
2019-06-29 18:00:00,84,84,,29,122
2019-06-29 18:30:00,89,85,,25,102
2019-06-29 19:00:00,77,69,,25,97
2019-06-29 19:30:00,60,38,,23,84
2019-06-29 20:00:00,55,47,,19,71
2019-06-29 20:30:00,69,23,,21,78
2019-06-29 21:00:00,57,20,,19,71
2019-06-29 21:30:00,47,41,,17,59
2019-06-29 22:00:00,29,18,,15,51
2019-06-29 22:30:00,23,23,,12,37
2019-06-29 23:00:00,31,29,,12,37
2019-06-29 23:30:00,15,15,,13,43
2019-06-30 00:00:00,18,18,,9,28
2019-06-30 00:30:00,14,14,,9,26
2019-06-30 01:00:00,9,9,,5,13
2019-06-30 01:30:00,4,4,,5,9
2019-06-30 02:00:00,2,2,,4,4
2019-06-30 02:30:00,4,4,,3,3
2019-06-30 03:00:00,2,2,,4,4
2019-06-30 03:30:00,2,2,,3,2
2019-06-30 04:00:00,2,2,,3,3
2019-06-30 04:30:00,2,2,,4,5
2019-06-30 05:00:00,1,1,,3,2
2019-06-30 05:30:00,2,2,,4,4
2019-06-30 06:00:00,4,4,,4,7
2019-06-30 06:30:00,8,8,,5,13
2019-06-30 07:00:00,9,9,,8,21
2019-06-30 07:30:00,15,15,,11,30
2019-06-30 08:00:00,35,35,,17,59
2019-06-30 08:30:00,50,50,,23,88
2019-06-30 09:00:00,67,67,,33,136
2019-06-30 09:30:00,74,74,,33,141
2019-06-30 10:00:00,106,94,,39,166
2019-06-30 10:30:00,94,79,,41,176
2019-06-30 11:00:00,100,75,,41,177
2019-06-30 11:30:00,95,46,,39,167
2019-06-30 12:00:00,108,77,,40,171
2019-06-30 12:30:00,101,49,,37,156
2019-06-30 13:00:00,91,83,,36,153
2019-06-30 13:30:00,83,83,,33,139
2019-06-30 14:00:00,89,89,,33,140
2019-06-30 14:30:00,101,101,,35,148
2019-06-30 15:00:00,91,91,,33,142
2019-06-30 15:30:00,83,83,,35,147
2019-06-30 16:00:00,83,83,,39,162
2019-06-30 16:30:00,88,88,,32,134
2019-06-30 17:00:00,98,16,,32,134
2019-06-30 17:30:00,83,11,,29,117
2019-06-30 18:00:00,70,56,,25,103
2019-06-30 18:30:00,63,63,,23,90
2019-06-30 19:00:00,59,31,,21,82
2019-06-30 19:30:00,58,58,,23,90
2019-06-30 20:00:00,62,59,,24,91
2019-06-30 20:30:00,63,42,,21,83
2019-06-30 21:00:00,55,35,,20,72
2019-06-30 21:30:00,47,47,,16,58
2019-06-30 22:00:00,44,44,,16,57
2019-06-30 22:30:00,25,25,,16,58
2019-06-30 23:00:00,27,27,,15,50
2019-06-30 23:30:00,15,15,,9,28
2019-07-01 00:00:00,23,23,,9,23
2019-07-01 00:30:00,10,10,,7,16
2019-07-01 01:00:00,2,2,,7,12
2019-07-01 01:30:00,2,2,,5,9
2019-07-01 02:00:00,4,4,,4,6
2019-07-01 02:30:00,2,2,,4,5
2019-07-01 03:00:00,2,2,,3,2
2019-07-01 03:30:00,0,0,,4,3
2019-07-01 04:00:00,4,4,,4,3
2019-07-01 04:30:00,0,0,,4,3
2019-07-01 05:00:00,1,1,,4,4
2019-07-01 05:30:00,1,1,,4,5
2019-07-01 06:00:00,6,6,,5,10
2019-07-01 06:30:00,13,13,,8,20
2019-07-01 07:00:00,25,25,,11,29
2019-07-01 07:30:00,31,31,,15,47
2019-07-01 08:00:00,67,67,,25,98
2019-07-01 08:30:00,130,115,,39,167
2019-07-01 09:00:00,160,156,,52,238
2019-07-01 09:30:00,202,105,,57,266
2019-07-01 10:00:00,221,192,,60,277
2019-07-01 10:30:00,204,184,,64,301
2019-07-01 11:00:00,230,99,,60,280
2019-07-01 11:30:00,239,110,,59,269
2019-07-01 12:00:00,195,176,,55,254
2019-07-01 12:30:00,220,191,,55,248
2019-07-01 13:00:00,227,152,,56,255
2019-07-01 13:30:00,206,98,,57,264
2019-07-01 14:00:00,206,206,,55,250
2019-07-01 14:30:00,202,202,,55,250
2019-07-01 15:00:00,190,190,,53,241
2019-07-01 15:30:00,212,212,,51,232
2019-07-01 16:00:00,172,172,,49,222
2019-07-01 16:30:00,191,191,,47,211
2019-07-01 17:00:00,181,163,,44,192
2019-07-01 17:30:00,141,133,,39,169
2019-07-01 18:00:00,160,96,,37,160
2019-07-01 18:30:00,101,98,,37,157
2019-07-01 19:00:00,98,90,,31,126
2019-07-01 19:30:00,89,89,,29,120
2019-07-01 20:00:00,73,73,,28,111
2019-07-01 20:30:00,83,83,,25,102
2019-07-01 21:00:00,61,61,,25,97
2019-07-01 21:30:00,66,66,,21,82
2019-07-01 22:00:00,55,55,,19,66
2019-07-01 22:30:00,32,32,,15,48
2019-07-01 23:00:00,33,33,,12,35
